# SPH Star Particles
# Columns contain: x(pc) y(pc) z(pc) h(pc) M(Msun) Z(0-1) t(yr)
-10240.86 3608.67 -2724.43 227.92173386904562 57074286.61 6.000261e-02 8.951279e+08
4315.67 -12234.62 1560.96 129.2313325310325 27787575.68 2.004776e-02 5.813821e+09
3752.71 -12671.20 1951.58 108.1056477997434 20108537.67 6.404715e-03 7.889898e+09
5223.30 -12452.91 2032.01 107.36770657509315 19790279.05 7.038441e-03 7.651952e+09
2052.34 -13303.10 4272.36 117.52480377282325 23820611.88 1.991360e-02 8.360446e+09
4878.63 -10913.39 1469.05 107.92973122033263 20065976.31 7.504385e-03 8.079610e+09
4694.81 -11131.68 837.15 108.3686557937796 20162792.09 4.309308e-03 7.558400e+09
1730.65 -12602.27 3525.57 113.22131960944972 21855901.19 1.704044e-02 6.547546e+09
1443.43 -11889.95 4272.36 103.66482395062675 18636098.39 4.335743e-03 1.012020e+10
1328.54 -11729.11 4203.42 234.40092968637146 52505979.80 6.067957e-02 1.330605e+08
-10367.23 3413.35 -3689.50 130.9958024574975 28743486.87 1.526783e-02 6.920498e+09
1948.94 -11476.35 3950.66 187.44618944386974 49598840.10 5.777153e-02 5.246911e+09
-11596.55 3309.95 -2276.36 109.23208242560716 20512781.76 7.705319e-03 7.675346e+09
2638.28 -14107.33 4996.16 107.77469966207876 20046338.01 1.463166e-02 8.393570e+09
1374.49 -12165.69 2009.03 142.11127482877885 30364386.50 4.015825e-02 1.819315e+09
3040.39 -14348.59 3962.15 103.81747398393571 18758268.44 1.604452e-03 1.079665e+10
-10493.61 7078.34 -4815.42 140.96081918971072 30445246.38 1.588940e-02 2.293668e+09
-10459.15 7687.25 -6067.72 118.39656764717796 24074267.75 1.646904e-02 7.829717e+09
2833.59 -13670.74 4318.31 203.33808634906472 54402248.24 5.673818e-02 3.653253e+09
-11297.84 6354.53 -3861.84 105.3165886853788 19174289.92 3.045313e-03 9.091074e+09
-11194.44 5745.62 -2310.82 110.43160128898037 20608634.02 2.377851e-03 5.619741e+09
4108.87 -10924.88 4571.07 158.6991943091537 33804051.94 2.449412e-02 7.908770e+08
4499.49 -10281.50 4398.73 159.34851613277388 38989347.14 4.261671e-02 5.240604e+09
-10700.41 5217.12 -2437.20 156.16020674532456 35813821.54 2.695115e-02 2.215365e+09
-11470.18 5217.12 -6389.41 118.35277426127097 24134768.85 1.568695e-02 8.316618e+09
-11332.31 5309.03 -4206.50 111.77002211846056 21610242.22 1.395770e-02 8.506476e+09
-11274.86 5251.59 -2747.41 120.7044825138722 25002417.96 1.725027e-02 8.047591e+09
5005.01 -11189.13 4777.87 132.19289026020695 28832194.95 2.179170e-02 5.539576e+09
2351.06 -12142.71 2422.63 106.30399179017859 19552162.97 8.583730e-03 9.033999e+09
1971.92 -10821.48 354.62 123.92242188207611 26251342.35 2.659639e-02 8.073100e+09
-11573.58 3631.65 -4861.38 118.84497640556555 24234582.68 1.960020e-02 7.754170e+09
-11872.29 7078.34 -4413.31 135.3654777725799 30519910.20 3.051052e-02 7.341751e+09
4533.96 -12843.54 871.62 124.39183759569778 24672264.89 1.177278e-02 2.547955e+09
-10505.10 4045.25 -2873.78 106.39414298805325 19520726.47 6.003824e-03 8.471238e+09
834.51 -11418.91 3996.62 147.22205022319844 29181377.12 1.198295e-02 5.078058e+08
-9252.80 7560.87 -4930.31 116.50497763481346 23377958.69 1.232627e-02 8.045653e+09
2006.39 -11315.51 2985.59 104.82949253056611 18935075.63 5.636059e-03 8.651732e+09
-9206.85 6940.47 -3482.70 139.84395638890555 31845394.56 2.294784e-02 5.903475e+09
-9356.20 6457.93 -2287.85 116.98958938280362 23541408.71 1.929275e-02 7.893755e+09
-9379.18 5182.66 -3195.48 124.13693440735409 26054239.98 2.675274e-02 6.657076e+09
-9540.03 6205.17 -3792.90 105.32681971654213 19140836.01 6.038473e-03 8.760627e+09
5039.48 -10913.39 3606.00 138.48237189520117 31458574.45 3.152790e-02 6.350064e+09
-7678.82 5940.93 -3149.52 135.94806355158377 25263117.27 9.426056e-03 4.179124e+08
4890.12 -10407.88 2571.99 103.21130158187745 18408752.97 4.054541e-03 9.612170e+09
4809.70 -12269.09 2790.28 103.48452536531735 18393841.93 4.281342e-03 8.484018e+09
1558.32 -12039.31 3123.46 153.36557676780882 34644814.39 3.517373e-02 2.060618e+09
3959.51 -11097.22 2962.61 105.31866537513076 19209111.53 2.517934e-04 9.402448e+09
-8080.93 6469.42 -2023.60 107.4567946602324 20204027.73 1.361725e-03 1.096770e+10
1765.12 -13050.34 6696.53 130.43969923588105 28086347.73 1.868452e-02 5.270119e+09
1466.41 -13957.97 7064.18 106.76774519009122 19619713.54 5.180944e-03 8.104856e+09
-8391.13 6526.87 -2781.87 134.104039260639 29933360.33 3.148855e-02 6.911218e+09
-8425.60 7790.65 -3011.65 105.37441973192108 19364630.35 3.032620e-03 1.074123e+10
-8023.48 7664.27 -5320.93 158.17312497492256 38813869.50 2.714785e-02 5.908796e+09
-8092.42 7468.96 -5240.51 111.84589559798547 21644510.04 1.332926e-02 8.542478e+09
-8954.09 6860.05 -7469.37 125.12940158679675 26526236.43 1.493588e-02 7.070407e+09
3798.67 -11418.91 4812.34 102.15622887468297 18071932.76 5.470871e-03 1.041154e+10
1271.09 -11855.49 3491.11 116.47122856851414 23120442.56 1.135604e-02 6.656474e+09
972.38 -11418.91 2480.08 106.9173506819106 19843760.84 1.013732e-02 9.504249e+09
1914.48 -10338.94 2686.88 160.7335043484169 38354375.66 2.967088e-02 3.204420e+09
-10137.45 5940.93 -3310.37 107.47708525276306 19989814.73 5.378340e-03 8.873967e+09
1788.10 -11074.24 3491.11 172.9326734515106 40235998.44 2.655899e-02 1.372612e+09
-7931.57 6699.20 -4470.75 102.78155254773824 18197616.76 1.362405e-04 9.187471e+09
-8931.11 7572.36 -5148.60 140.74144454310522 32444924.97 3.257423e-02 6.786775e+09
1133.23 -13682.23 5490.19 163.0609515300993 39884233.81 2.703677e-02 4.236978e+09
2339.57 -10224.05 3514.08 120.81551111202393 24510347.62 1.657705e-02 5.488440e+09
-10390.21 7089.83 -2218.91 108.18779707380315 20236767.84 8.022014e-03 8.634679e+09
2776.15 -10718.08 3295.79 154.32816247746268 35110868.78 1.630378e-02 2.171361e+09
-9241.32 5929.44 -5665.60 124.08598120485271 25121950.29 1.988118e-02 3.638282e+09
-7759.24 7101.31 -6619.19 110.85147366286806 21053554.05 9.981452e-03 7.135294e+09
-8885.16 7652.78 -8537.85 106.07888624194564 19430980.25 3.362452e-03 8.743402e+09
1489.38 -14268.17 4697.45 135.68801626935908 30602632.79 3.542943e-02 7.161772e+09
1351.52 -13820.10 4008.11 141.93511057077382 32598280.97 3.526136e-02 5.771658e+09
-8574.95 6963.45 -8560.82 109.45123606669779 20549942.45 4.026501e-03 7.358190e+09
-10665.95 7560.87 -2850.81 109.5352029205955 20800300.97 1.447733e-02 8.958316e+09
-7966.04 5963.91 -8687.20 112.27366320337053 21810846.15 9.591824e-03 8.545246e+09
-7862.64 6297.09 -8262.11 109.52627505988202 20656010.84 1.668032e-02 7.880305e+09
-12320.36 6641.76 -8043.82 124.16580992100616 26304726.57 2.556513e-02 7.843283e+09
