# SPH Gas Particles
# Columns contain: x(pc) y(pc) z(pc) h(pc) M(Msun) Z(0-1)
1523.41 -4887.33 2731.85 1628.73 24745240.81 1.037654e-02
1580.85 -5128.60 3065.03 1670.02 22945699.61 9.479905e-03
1741.70 -5599.65 3076.52 1750.74 23771190.39 5.855006e-03
1075.34 -5140.09 2754.83 1807.44 28932631.45 1.238263e-02
1937.01 -5369.87 3398.21 1829.24 23619489.24 6.933062e-03
1167.25 -5576.67 2571.01 2020.98 30138957.83 2.387482e-02
1339.59 -3795.88 3007.59 2077.58 31759099.60 1.455645e-02
1822.12 -3818.86 3156.95 1897.77 25252785.93 2.069105e-02
1213.21 -6346.43 1479.56 3403.06 29822927.90 2.013199e-02
1730.21 -4967.75 1571.47 2409.73 21549849.09 9.390609e-03
1638.30 -5519.23 1973.58 2149.66 27974456.32 1.482107e-02
1799.14 -5771.98 2203.36 2124.60 22971423.97 1.041923e-02
765.14 -4542.66 2157.41 1851.61 48434683.67 2.411269e-02
420.47 -4818.40 2214.85 2155.08 43501916.53 2.053552e-02
684.71 -4473.73 1801.25 2301.15 40290973.09 1.507324e-02
282.60 -4152.04 2031.03 2589.50 24731621.93 8.357088e-03
2017.43 -3543.12 3892.24 2298.02 29723909.82 3.527099e-02
661.74 -4542.66 2628.45 1823.91 30553259.42 1.577615e-02
569.82 -4623.09 2858.23 2078.20 41361757.80 4.056197e-02
1339.59 -4450.75 2697.39 1683.26 29174823.26 2.174081e-02
1328.10 -3922.26 2708.88 1920.26 31661372.36 1.913370e-02
1293.63 -4129.06 2502.07 1824.81 37636782.51 1.870745e-02
2109.35 -3313.34 2662.92 1777.67 19786540.45 2.993851e-03
-762.90 -13400.66 4397.75 2596.72 26264382.01 1.564844e-02
-3187.07 -15526.12 4455.20 3265.90 19494772.83 1.340025e-03
1891.06 -4703.51 4397.75 2955.53 27709804.91 1.494718e-02
4453.10 -2394.23 2996.10 1509.41 29444543.86 1.777131e-02
4476.07 -2784.85 3133.97 1444.82 22547581.47 8.885509e-03
